year,row_variable,row_label,col_variable,col_label,correlation,abs_correlation
2015,co2_per_capita,CO₂ per cápita,democracy,Democracia,0.45012353803394317,0.45012353803394317
2015,co2_per_capita,CO₂ per cápita,gdp,PIB per cápita,0.766336714511736,0.766336714511736
2015,co2_per_capita,CO₂ per cápita,gini,Desigualdad (Gini),-0.516511402035574,0.516511402035574
2015,co2_per_capita,CO₂ per cápita,co2_per_capita,CO₂ per cápita,1.0,1.0
2020,ahdi,AHDI,ahdi,AHDI,1.0,1.0
2020,ahdi,AHDI,life_exp,Esperanza de vida,0.8637164494771685,0.8637164494771685
2020,ahdi,AHDI,schooling,Educación,0.8693661301286506,0.8693661301286506
2020,ahdi,AHDI,democracy,Democracia,0.8868860375251213,0.8868860375251213
2020,ahdi,AHDI,gdp,PIB per cápita,0.8774457933013744,0.8774457933013744
2020,ahdi,AHDI,gini,Desigualdad (Gini),-0.540462530107223,0.540462530107223
2020,ahdi,AHDI,co2_per_capita,CO₂ per cápita,0.5886585823546736,0.5886585823546736
2020,life_exp,Esperanza de vida,ahdi,AHDI,0.8637164494771685,0.8637164494771685
2020,life_exp,Esperanza de vida,life_exp,Esperanza de vida,1.0,1.0
2020,life_exp,Esperanza de vida,schooling,Educación,0.6796714159844768,0.6796714159844768
2020,life_exp,Esperanza de vida,democracy,Democracia,0.6773052471016521,0.6773052471016521
2020,life_exp,Esperanza de vida,gdp,PIB per cápita,0.8767453183480953,0.8767453183480953
2020,life_exp,Esperanza de vida,gini,Desigualdad (Gini),-0.5116592448606199,0.5116592448606199
2020,life_exp,Esperanza de vida,co2_per_capita,CO₂ per cápita,0.6766908847491332,0.6766908847491332
2020,schooling,Educación,ahdi,AHDI,0.8693661301286506,0.8693661301286506
2020,schooling,Educación,life_exp,Esperanza de vida,0.6796714159844768,0.6796714159844768
2020,schooling,Educación,schooling,Educación,1.0,1.0
2020,schooling,Educación,democracy,Democracia,0.6103055321779228,0.6103055321779228
2020,schooling,Educación,gdp,PIB per cápita,0.7378558054095298,0.7378558054095298
